displayItemCategoryId,metaCategoryId,treeCategoryName,feeCategoryName,feeCategoryId,categoryPath,capacityType,minPrice,warehousingConfiguredAmount,warehousingFinalAmount,fulfillmentConfiguredAmount,fulfillmentFinalAmount
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,MINI,50000,0,1650,0,2200
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,MINI,60000,0,1650,0,2200
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,MINI,80000,0,1650,0,2200
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,0,600,1150,300,2100
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,10000,575,1175,275,2125
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,100000,0,1750,0,2400
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,15000,525,1225,200,2200
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,20000,475,1275,150,2250
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,30000,0,1750,0,2400
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,40000,0,1750,0,2400
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,5000,575,1175,300,2100
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,50000,0,1750,0,2400
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,60000,0,1750,0,2400
81446,82446,인라인/롤러스케이트 정비공구,스케이트공구,6056,ROOT>스포츠/레져>킥보드/스케이트>인라인/롤러스케이트>인라인/롤러스케이트 정비공구,SMALL,80000,0,1750,0,2400
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,0,725,925,450,1750
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,10000,625,1025,425,1775
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,100000,0,1650,0,2200
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,15000,600,1050,350,1850
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,20000,550,1100,250,1950
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,30000,0,1650,0,2200
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,40000,0,1650,0,2200
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,5000,650,1000,450,1750
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,50000,0,1650,0,2200
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,60000,0,1650,0,2200
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,MINI,80000,0,1650,0,2200
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,0,600,1150,300,2100
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,10000,400,1350,125,2275
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,100000,0,1750,0,2400
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,15000,400,1350,75,2325
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,20000,325,1425,0,2400
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,30000,0,1750,0,2400
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,40000,0,1750,0,2400
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,5000,450,1300,175,2225
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,50000,0,1750,0,2400
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,60000,0,1750,0,2400
77997,78997,방음재/흡음재,방음재/흡음재,7333,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음재/흡음재,SMALL,80000,0,1750,0,2400
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,0,725,925,450,1750
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,10000,625,1025,425,1775
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,100000,0,1650,0,2200
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,15000,600,1050,350,1850
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,20000,550,1100,250,1950
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,30000,0,1650,0,2200
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,40000,0,1650,0,2200
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,5000,650,1000,450,1750
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,50000,0,1650,0,2200
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,60000,0,1650,0,2200
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,MINI,80000,0,1650,0,2200
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,0,600,1150,300,2100
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,10000,400,1350,125,2275
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,100000,0,1750,0,2400
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,15000,400,1350,75,2325
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,20000,325,1425,0,2400
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,30000,0,1750,0,2400
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,40000,0,1750,0,2400
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,5000,450,1300,175,2225
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,50000,0,1750,0,2400
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,60000,0,1750,0,2400
77998,78998,방음매트/흡음매트,방음매트/흡음매트,7335,ROOT>자동차용품>DIY/공구용품>DIY용품>방음재/방음매트>방음매트/흡음매트,SMALL,80000,0,1750,0,2400
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,0,725,925,450,1750
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,10000,625,1025,425,1775
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,100000,0,1650,0,2200
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,15000,600,1050,350,1850
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,20000,550,1100,250,1950
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,30000,0,1650,0,2200
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,40000,0,1650,0,2200
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,5000,650,1000,450,1750
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,50000,0,1650,0,2200
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,60000,0,1650,0,2200
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,MINI,80000,0,1650,0,2200
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,0,600,1150,300,2100
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,10000,400,1350,125,2275
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,100000,0,1750,0,2400
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,15000,400,1350,75,2325
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,20000,325,1425,0,2400
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,30000,0,1750,0,2400
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,40000,0,1750,0,2400
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,5000,450,1300,175,2225
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,50000,0,1750,0,2400
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,60000,0,1750,0,2400
78000,79000,페인트/스프레이,차량용페인트/스프레이,7337,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>페인트/스프레이,SMALL,80000,0,1750,0,2400
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,0,725,925,450,1750
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,10000,625,1025,425,1775
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,100000,0,1650,0,2200
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,15000,600,1050,350,1850
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,20000,550,1100,250,1950
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,30000,0,1650,0,2200
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,40000,0,1650,0,2200
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,5000,650,1000,450,1750
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,50000,0,1650,0,2200
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,60000,0,1650,0,2200
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,MINI,80000,0,1650,0,2200
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,0,600,1150,300,2100
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,10000,400,1350,125,2275
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,100000,0,1750,0,2400
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,15000,400,1350,75,2325
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,20000,325,1425,0,2400
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,30000,0,1750,0,2400
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,40000,0,1750,0,2400
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,5000,450,1300,175,2225
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,50000,0,1750,0,2400
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,60000,0,1750,0,2400
78001,79001,붓펜/도색용품,차량용붓펜/도색용품,7338,ROOT>자동차용품>DIY/공구용품>DIY용품>페인트/도색용품>붓펜/도색용품,SMALL,80000,0,1750,0,2400
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,0,725,925,450,1750
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,10000,625,1025,425,1775
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,100000,0,1650,0,2200
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,15000,600,1050,350,1850
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,20000,550,1100,250,1950
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,30000,0,1650,0,2200
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,40000,0,1650,0,2200
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,5000,650,1000,450,1750
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,50000,0,1650,0,2200
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,60000,0,1650,0,2200
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,MINI,80000,0,1650,0,2200
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,0,600,1150,300,2100
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,10000,400,1350,125,2275
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,100000,0,1750,0,2400
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,15000,400,1350,75,2325
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,20000,325,1425,0,2400
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,30000,0,1750,0,2400
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,40000,0,1750,0,2400
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,5000,450,1300,175,2225
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,50000,0,1750,0,2400
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,60000,0,1750,0,2400
78003,79003,차량용리프트,차량용리프트,6990,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>차량용리프트,SMALL,80000,0,1750,0,2400
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,0,725,925,450,1750
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,10000,625,1025,425,1775
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,100000,0,1650,0,2200
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,15000,600,1050,350,1850
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,20000,550,1100,250,1950
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,30000,0,1650,0,2200
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,40000,0,1650,0,2200
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,5000,650,1000,450,1750
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,50000,0,1650,0,2200
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,60000,0,1650,0,2200
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,MINI,80000,0,1650,0,2200
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,0,600,1150,300,2100
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,10000,400,1350,125,2275
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,100000,0,1750,0,2400
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,15000,400,1350,75,2325
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,20000,325,1425,0,2400
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,30000,0,1750,0,2400
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,40000,0,1750,0,2400
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,5000,450,1300,175,2225
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,50000,0,1750,0,2400
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,60000,0,1750,0,2400
78004,79004,고임목/버팀목,고임목/버팀목,6994,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>고임목/버팀목,SMALL,80000,0,1750,0,2400
78005,79005,카본/레자시트지,카본/레자시트지,2431,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>카본/레자시트지,MINI,0,725,925,450,1750
78005,79005,카본/레자시트지,카본/레자시트지,2431,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>카본/레자시트지,MINI,10000,625,1025,425,1775
78005,79005,카본/레자시트지,카본/레자시트지,2431,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>카본/레자시트지,MINI,100000,0,1650,0,2200
78005,79005,카본/레자시트지,카본/레자시트지,2431,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>카본/레자시트지,MINI,15000,600,1050,350,1850
78005,79005,카본/레자시트지,카본/레자시트지,2431,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>카본/레자시트지,MINI,20000,550,1100,250,1950
78005,79005,카본/레자시트지,카본/레자시트지,2431,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>카본/레자시트지,MINI,30000,0,1650,0,2200
78005,79005,카본/레자시트지,카본/레자시트지,2431,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>카본/레자시트지,MINI,40000,0,1650,0,2200
78005,79005,카본/레자시트지,카본/레자시트지,2431,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>카본/레자시트지,MINI,5000,650,1000,450,1750
78005,79005,카본/레자시트지,카본/레자시트지,2431,ROOT>자동차용품>DIY/공구용품>공구/장비/캠핑>카본/레자시트지,MINI,50000,0,1650,0,2200
