cid,pid,name,level,category1,category2,category3,category4,full_path,leaf
50000000,0,패션의류,1,패션의류,,,,패션의류,FALSE
50000001,0,패션잡화,1,패션잡화,,,,패션잡화,FALSE
50000002,0,화장품/미용,1,화장품/미용,,,,화장품/미용,FALSE
50000003,0,디지털/가전,1,디지털/가전,,,,디지털/가전,FALSE
50000004,0,가구/인테리어,1,가구/인테리어,,,,가구/인테리어,FALSE
50000005,0,출산/육아,1,출산/육아,,,,출산/육아,FALSE
50000006,0,식품,1,식품,,,,식품,FALSE
50000007,0,스포츠/레저,1,스포츠/레저,,,,스포츠/레저,FALSE
50000008,0,생활/건강,1,생활/건강,,,,생활/건강,FALSE
50000009,0,여가/생활편의,1,여가/생활편의,,,,여가/생활편의,FALSE
50000010,0,면세점,1,면세점,,,,면세점,FALSE
50005542,0,도서,1,도서,,,,도서,FALSE
50000167,50000000,여성의류,2,패션의류,여성의류,,,패션의류 > 여성의류,FALSE
50000168,50000000,여성언더웨어/잠옷,2,패션의류,여성언더웨어/잠옷,,,패션의류 > 여성언더웨어/잠옷,FALSE
50000169,50000000,남성의류,2,패션의류,남성의류,,,패션의류 > 남성의류,FALSE
50000170,50000000,남성언더웨어/잠옷,2,패션의류,남성언더웨어/잠옷,,,패션의류 > 남성언더웨어/잠옷,FALSE
50000173,50000001,여성신발,2,패션잡화,여성신발,,,패션잡화 > 여성신발,FALSE
50000174,50000001,남성신발,2,패션잡화,남성신발,,,패션잡화 > 남성신발,FALSE
50000175,50000001,신발용품,2,패션잡화,신발용품,,,패션잡화 > 신발용품,FALSE
50000176,50000001,여성가방,2,패션잡화,여성가방,,,패션잡화 > 여성가방,FALSE
50000177,50000001,남성가방,2,패션잡화,남성가방,,,패션잡화 > 남성가방,FALSE
50000178,50000001,여행용가방/소품,2,패션잡화,여행용가방/소품,,,패션잡화 > 여행용가방/소품,FALSE
50000179,50000001,지갑,2,패션잡화,지갑,,,패션잡화 > 지갑,FALSE
50000180,50000001,벨트,2,패션잡화,벨트,,,패션잡화 > 벨트,FALSE
50000181,50000001,모자,2,패션잡화,모자,,,패션잡화 > 모자,FALSE
50000182,50000001,장갑,2,패션잡화,장갑,,,패션잡화 > 장갑,FALSE
50000166,50000001,양말,2,패션잡화,양말,,,패션잡화 > 양말,FALSE
50000183,50000001,선글라스/안경테,2,패션잡화,선글라스/안경테,,,패션잡화 > 선글라스/안경테,FALSE
50000184,50000001,헤어액세서리,2,패션잡화,헤어액세서리,,,패션잡화 > 헤어액세서리,FALSE
50000185,50000001,패션소품,2,패션잡화,패션소품,,,패션잡화 > 패션소품,FALSE
50000186,50000001,시계,2,패션잡화,시계,,,패션잡화 > 시계,FALSE
50000188,50000001,순금,2,패션잡화,순금,,,패션잡화 > 순금,FALSE
50000189,50000001,주얼리,2,패션잡화,주얼리,,,패션잡화 > 주얼리,FALSE
50000190,50000002,스킨케어,2,화장품/미용,스킨케어,,,화장품/미용 > 스킨케어,FALSE
50000194,50000002,베이스메이크업,2,화장품/미용,베이스메이크업,,,화장품/미용 > 베이스메이크업,FALSE
50000195,50000002,색조메이크업,2,화장품/미용,색조메이크업,,,화장품/미용 > 색조메이크업,FALSE
50000192,50000002,클렌징,2,화장품/미용,클렌징,,,화장품/미용 > 클렌징,FALSE
50000193,50000002,마스크/팩,2,화장품/미용,마스크/팩,,,화장품/미용 > 마스크/팩,FALSE
50000191,50000002,선케어,2,화장품/미용,선케어,,,화장품/미용 > 선케어,FALSE
50000202,50000002,남성화장품,2,화장품/미용,남성화장품,,,화장품/미용 > 남성화장품,FALSE
50000200,50000002,향수,2,화장품/미용,향수,,,화장품/미용 > 향수,FALSE
50000197,50000002,바디케어,2,화장품/미용,바디케어,,,화장품/미용 > 바디케어,FALSE
50000198,50000002,헤어케어,2,화장품/미용,헤어케어,,,화장품/미용 > 헤어케어,FALSE
50000199,50000002,헤어스타일링,2,화장품/미용,헤어스타일링,,,화장품/미용 > 헤어스타일링,FALSE
50000196,50000002,네일케어,2,화장품/미용,네일케어,,,화장품/미용 > 네일케어,FALSE
50000201,50000002,뷰티소품,2,화장품/미용,뷰티소품,,,화장품/미용 > 뷰티소품,FALSE
50000151,50000003,노트북,2,디지털/가전,노트북,,,디지털/가전 > 노트북,TRUE
50000091,50000003,노트북액세서리,2,디지털/가전,노트북액세서리,,,디지털/가전 > 노트북액세서리,FALSE
50000205,50000003,휴대폰액세서리,2,디지털/가전,휴대폰액세서리,,,디지털/가전 > 휴대폰액세서리,FALSE
50000089,50000003,PC,2,디지털/가전,PC,,,디지털/가전 > PC,FALSE
50000153,50000003,모니터,2,디지털/가전,모니터,,,디지털/가전 > 모니터,TRUE
50000208,50000003,영상가전,2,디지털/가전,영상가전,,,디지털/가전 > 영상가전,FALSE
50000209,50000003,음향가전,2,디지털/가전,음향가전,,,디지털/가전 > 음향가전,FALSE
50000210,50000003,생활가전,2,디지털/가전,생활가전,,,디지털/가전 > 생활가전,FALSE
50000211,50000003,이미용가전,2,디지털/가전,이미용가전,,,디지털/가전 > 이미용가전,FALSE
50000206,50000003,카메라/캠코더용품,2,디지털/가전,카메라/캠코더용품,,,디지털/가전 > 카메라/캠코더용품,FALSE
50000213,50000003,주방가전,2,디지털/가전,주방가전,,,디지털/가전 > 주방가전,FALSE
50000214,50000003,자동차기기,2,디지털/가전,자동차기기,,,디지털/가전 > 자동차기기,FALSE
50000212,50000003,계절가전,2,디지털/가전,계절가전,,,디지털/가전 > 계절가전,FALSE
50000204,50000003,휴대폰,2,디지털/가전,휴대폰,,,디지털/가전 > 휴대폰,FALSE
50000087,50000003,학습기기,2,디지털/가전,학습기기,,,디지털/가전 > 학습기기,FALSE
50000088,50000003,게임기/타이틀,2,디지털/가전,게임기/타이틀,,,디지털/가전 > 게임기/타이틀,FALSE
50000090,50000003,PC액세서리,2,디지털/가전,PC액세서리,,,디지털/가전 > PC액세서리,FALSE
50000152,50000003,태블릿PC,2,디지털/가전,태블릿PC,,,디지털/가전 > 태블릿PC,TRUE
50000092,50000003,태블릿PC액세서리,2,디지털/가전,태블릿PC액세서리,,,디지털/가전 > 태블릿PC액세서리,FALSE
50000093,50000003,모니터주변기기,2,디지털/가전,모니터주변기기,,,디지털/가전 > 모니터주변기기,FALSE
50000094,50000003,주변기기,2,디지털/가전,주변기기,,,디지털/가전 > 주변기기,FALSE
50000095,50000003,멀티미디어장비,2,디지털/가전,멀티미디어장비,,,디지털/가전 > 멀티미디어장비,FALSE
50000096,50000003,저장장치,2,디지털/가전,저장장치,,,디지털/가전 > 저장장치,FALSE
50000097,50000003,PC부품,2,디지털/가전,PC부품,,,디지털/가전 > PC부품,FALSE
50000098,50000003,네트워크장비,2,디지털/가전,네트워크장비,,,디지털/가전 > 네트워크장비,FALSE
50000099,50000003,소프트웨어,2,디지털/가전,소프트웨어,,,디지털/가전 > 소프트웨어,FALSE
50000207,50000003,광학기기/용품,2,디지털/가전,광학기기/용품,,,디지털/가전 > 광학기기/용품,FALSE
50015460,50000003,청소기,2,디지털/가전,청소기,,,디지털/가전 > 청소기,FALSE
50000100,50000004,침실가구,2,가구/인테리어,침실가구,,,가구/인테리어 > 침실가구,FALSE
50000101,50000004,거실가구,2,가구/인테리어,거실가구,,,가구/인테리어 > 거실가구,FALSE
50000102,50000004,주방가구,2,가구/인테리어,주방가구,,,가구/인테리어 > 주방가구,FALSE
50000103,50000004,수납가구,2,가구/인테리어,수납가구,,,가구/인테리어 > 수납가구,FALSE
50000104,50000004,아동/주니어가구,2,가구/인테리어,아동/주니어가구,,,가구/인테리어 > 아동/주니어가구,FALSE
50000105,50000004,서재/사무용가구,2,가구/인테리어,서재/사무용가구,,,가구/인테리어 > 서재/사무용가구,FALSE
50000106,50000004,아웃도어가구,2,가구/인테리어,아웃도어가구,,,가구/인테리어 > 아웃도어가구,FALSE
50000107,50000004,DIY자재/용품,2,가구/인테리어,DIY자재/용품,,,가구/인테리어 > DIY자재/용품,FALSE
50000108,50000004,인테리어소품,2,가구/인테리어,인테리어소품,,,가구/인테리어 > 인테리어소품,FALSE
50000109,50000004,침구단품,2,가구/인테리어,침구단품,,,가구/인테리어 > 침구단품,FALSE
50000110,50000004,침구세트,2,가구/인테리어,침구세트,,,가구/인테리어 > 침구세트,FALSE
50000111,50000004,솜류,2,가구/인테리어,솜류,,,가구/인테리어 > 솜류,FALSE
50000112,50000004,카페트/러그,2,가구/인테리어,카페트/러그,,,가구/인테리어 > 카페트/러그,FALSE
50000113,50000004,커튼/블라인드,2,가구/인테리어,커튼/블라인드,,,가구/인테리어 > 커튼/블라인드,FALSE
50000154,50000004,홈데코,2,가구/인테리어,홈데코,,,가구/인테리어 > 홈데코,FALSE
50000114,50000004,수예,2,가구/인테리어,수예,,,가구/인테리어 > 수예,FALSE
50016860,50000004,베개,2,가구/인테리어,베개,,,가구/인테리어 > 베개,FALSE
50000115,50000005,분유,2,출산/육아,분유,,,출산/육아 > 분유,FALSE
50000116,50000005,기저귀,2,출산/육아,기저귀,,,출산/육아 > 기저귀,FALSE
50000117,50000005,물티슈,2,출산/육아,물티슈,,,출산/육아 > 물티슈,FALSE
50000118,50000005,이유식,2,출산/육아,이유식,,,출산/육아 > 이유식,FALSE
50000119,50000005,아기간식,2,출산/육아,아기간식,,,출산/육아 > 아기간식,FALSE
50000120,50000005,수유용품,2,출산/육아,수유용품,,,출산/육아 > 수유용품,FALSE
50000121,50000005,유모차,2,출산/육아,유모차,,,출산/육아 > 유모차,FALSE
50000122,50000005,카시트,2,출산/육아,카시트,,,출산/육아 > 카시트,FALSE
50000123,50000005,외출용품,2,출산/육아,외출용품,,,출산/육아 > 외출용품,FALSE
50000124,50000005,목욕용품,2,출산/육아,목욕용품,,,출산/육아 > 목욕용품,FALSE
50000125,50000005,스킨/바디용품,2,출산/육아,스킨/바디용품,,,출산/육아 > 스킨/바디용품,FALSE
50000126,50000005,위생/건강용품,2,출산/육아,위생/건강용품,,,출산/육아 > 위생/건강용품,FALSE
50000127,50000005,구강청결용품,2,출산/육아,구강청결용품,,,출산/육아 > 구강청결용품,FALSE
50000128,50000005,유아세제,2,출산/육아,유아세제,,,출산/육아 > 유아세제,FALSE
50000129,50000005,소독/살균용품,2,출산/육아,소독/살균용품,,,출산/육아 > 소독/살균용품,FALSE
50000130,50000005,매트/안전용품,2,출산/육아,매트/안전용품,,,출산/육아 > 매트/안전용품,FALSE
50000131,50000005,유아가구,2,출산/육아,유아가구,,,출산/육아 > 유아가구,FALSE
50000132,50000005,이유식용품,2,출산/육아,이유식용품,,,출산/육아 > 이유식용품,FALSE
50000133,50000005,임부복,2,출산/육아,임부복,,,출산/육아 > 임부복,FALSE
50000134,50000005,임산부용품,2,출산/육아,임산부용품,,,출산/육아 > 임산부용품,FALSE
50000135,50000005,유아침구,2,출산/육아,유아침구,,,출산/육아 > 유아침구,FALSE
50000136,50000005,출산/돌기념품,2,출산/육아,출산/돌기념품,,,출산/육아 > 출산/돌기념품,FALSE
50000137,50000005,신생아의류,2,출산/육아,신생아의류,,,출산/육아 > 신생아의류,FALSE
50000138,50000005,유아동의류,2,출산/육아,유아동의류,,,출산/육아 > 유아동의류,FALSE
50007135,50000005,유아동언더웨어/잠옷,2,출산/육아,유아동언더웨어/잠옷,,,출산/육아 > 유아동언더웨어/잠옷,FALSE
50000139,50000005,유아동잡화,2,출산/육아,유아동잡화,,,출산/육아 > 유아동잡화,FALSE
50000140,50000005,수영복/용품,2,출산/육아,수영복/용품,,,출산/육아 > 수영복/용품,FALSE
50007127,50000005,유아동 주얼리,2,출산/육아,유아동 주얼리,,,출산/육아 > 유아동 주얼리,FALSE
50000141,50000005,유아발육용품,2,출산/육아,유아발육용품,,,출산/육아 > 유아발육용품,FALSE
50000142,50000005,완구/인형,2,출산/육아,완구/인형,,,출산/육아 > 완구/인형,FALSE
50000144,50000005,교구,2,출산/육아,교구,,,출산/육아 > 교구,FALSE
50000145,50000006,축산물,2,식품,축산물,,,식품 > 축산물,FALSE
50000159,50000006,수산물,2,식품,수산물,,,식품 > 수산물,FALSE
50000160,50000006,농산물,2,식품,농산물,,,식품 > 농산물,FALSE
50000146,50000006,반찬,2,식품,반찬,,,식품 > 반찬,FALSE
50000147,50000006,김치,2,식품,김치,,,식품 > 김치,FALSE
50000148,50000006,음료,2,식품,음료,,,식품 > 음료,FALSE
50000149,50000006,과자/베이커리,2,식품,과자/베이커리,,,식품 > 과자/베이커리,FALSE
50000150,50000006,유가공품,2,식품,유가공품,,,식품 > 유가공품,FALSE
50000026,50000006,냉동/간편조리식품,2,식품,냉동/간편조리식품,,,식품 > 냉동/간편조리식품,FALSE
50000023,50000006,건강식품,2,식품,건강식품,,,식품 > 건강식품,FALSE
50000024,50000006,다이어트식품,2,식품,다이어트식품,,,식품 > 다이어트식품,FALSE
50011940,50000006,통조림/캔,2,식품,통조림/캔,,,식품 > 통조림/캔,FALSE
50012460,50000006,제과/제빵재료,2,식품,제과/제빵재료,,,식품 > 제과/제빵재료,FALSE
50012520,50000006,조미료,2,식품,조미료,,,식품 > 조미료,FALSE
50012620,50000006,식용유/오일,2,식품,식용유/오일,,,식품 > 식용유/오일,FALSE
50012782,50000006,소스/드레싱,2,식품,소스/드레싱,,,식품 > 소스/드레싱,FALSE
50013360,50000006,가루/분말류,2,식품,가루/분말류,,,식품 > 가루/분말류,FALSE
50013520,50000006,잼/시럽,2,식품,잼/시럽,,,식품 > 잼/시럽,FALSE
50013960,50000006,라면/면류,2,식품,라면/면류,,,식품 > 라면/면류,FALSE
50013881,50000006,장류,2,식품,장류,,,식품 > 장류,FALSE
50014240,50000006,밀키트,2,식품,밀키트,,,식품 > 밀키트,FALSE
50014520,50000006,주류,2,식품,주류,,,식품 > 주류,FALSE
50019139,50000006,떡류,2,식품,떡류,,,식품 > 떡류,FALSE
50020779,50000006,즉석밥/즉석국,2,식품,즉석밥/즉석국,,,식품 > 즉석밥/즉석국,FALSE
50000027,50000007,등산,2,스포츠/레저,등산,,,스포츠/레저 > 등산,FALSE
50000028,50000007,캠핑,2,스포츠/레저,캠핑,,,스포츠/레저 > 캠핑,FALSE
50000029,50000007,골프,2,스포츠/레저,골프,,,스포츠/레저 > 골프,FALSE
50000161,50000007,자전거,2,스포츠/레저,자전거,,,스포츠/레저 > 자전거,FALSE
50000162,50000007,스키/보드,2,스포츠/레저,스키/보드,,,스포츠/레저 > 스키/보드,FALSE
50000163,50000007,낚시,2,스포츠/레저,낚시,,,스포츠/레저 > 낚시,FALSE
50000164,50000007,수영,2,스포츠/레저,수영,,,스포츠/레저 > 수영,FALSE
50000030,50000007,헬스,2,스포츠/레저,헬스,,,스포츠/레저 > 헬스,FALSE
50000031,50000007,요가/필라테스,2,스포츠/레저,요가/필라테스,,,스포츠/레저 > 요가/필라테스,FALSE
50000034,50000007,스케이트/보드/롤러,2,스포츠/레저,스케이트/보드/롤러,,,스포츠/레저 > 스케이트/보드/롤러,FALSE
50000035,50000007,오토바이/스쿠터,2,스포츠/레저,오토바이/스쿠터,,,스포츠/레저 > 오토바이/스쿠터,FALSE
50000036,50000007,축구,2,스포츠/레저,축구,,,스포츠/레저 > 축구,FALSE
50000037,50000007,야구,2,스포츠/레저,야구,,,스포츠/레저 > 야구,FALSE
50000038,50000007,농구,2,스포츠/레저,농구,,,스포츠/레저 > 농구,FALSE
50000039,50000007,배구,2,스포츠/레저,배구,,,스포츠/레저 > 배구,FALSE
50000040,50000007,탁구,2,스포츠/레저,탁구,,,스포츠/레저 > 탁구,FALSE
50000041,50000007,배드민턴,2,스포츠/레저,배드민턴,,,스포츠/레저 > 배드민턴,FALSE
50000042,50000007,테니스,2,스포츠/레저,테니스,,,스포츠/레저 > 테니스,FALSE
50000043,50000007,스쿼시,2,스포츠/레저,스쿼시,,,스포츠/레저 > 스쿼시,FALSE
50000044,50000007,족구,2,스포츠/레저,족구,,,스포츠/레저 > 족구,FALSE
50000045,50000007,볼링,2,스포츠/레저,볼링,,,스포츠/레저 > 볼링,FALSE
50000046,50000007,스킨스쿠버,2,스포츠/레저,스킨스쿠버,,,스포츠/레저 > 스킨스쿠버,FALSE
50000047,50000007,검도,2,스포츠/레저,검도,,,스포츠/레저 > 검도,FALSE
50000048,50000007,댄스,2,스포츠/레저,댄스,,,스포츠/레저 > 댄스,FALSE
50000049,50000007,권투,2,스포츠/레저,권투,,,스포츠/레저 > 권투,FALSE
50000050,50000007,보호용품,2,스포츠/레저,보호용품,,,스포츠/레저 > 보호용품,FALSE
50000051,50000007,무술용품,2,스포츠/레저,무술용품,,,스포츠/레저 > 무술용품,FALSE
50000052,50000007,수련용품,2,스포츠/레저,수련용품,,,스포츠/레저 > 수련용품,FALSE
50000053,50000007,스포츠액세서리,2,스포츠/레저,스포츠액세서리,,,스포츠/레저 > 스포츠액세서리,FALSE
50019439,50000007,러닝용품,2,스포츠/레저,러닝용품,,,스포츠/레저 > 러닝용품,FALSE
50000021,50000007,당구용품,2,스포츠/레저,당구용품,,,스포츠/레저 > 당구용품,TRUE
50000022,50000007,기타스포츠용품,2,스포츠/레저,기타스포츠용품,,,스포츠/레저 > 기타스포츠용품,TRUE
50000165,50000008,공구,2,생활/건강,공구,,,생활/건강 > 공구,FALSE
50000158,50000008,문구/사무용품,2,생활/건강,문구/사무용품,,,생활/건강 > 문구/사무용품,FALSE
50000054,50000008,화방용품,2,생활/건강,화방용품,,,생활/건강 > 화방용품,FALSE
50000055,50000008,자동차용품,2,생활/건강,자동차용품,,,생활/건강 > 자동차용품,FALSE
50000056,50000008,수집품,2,생활/건강,수집품,,,생활/건강 > 수집품,FALSE
50000057,50000008,관상어용품,2,생활/건강,관상어용품,,,생활/건강 > 관상어용품,FALSE
50000156,50000008,악기,2,생활/건강,악기,,,생활/건강 > 악기,FALSE
50000155,50000008,반려동물,2,생활/건강,반려동물,,,생활/건강 > 반려동물,FALSE
50000058,50000008,음반,2,생활/건강,음반,,,생활/건강 > 음반,FALSE
50000059,50000008,DVD,2,생활/건강,DVD,,,생활/건강 > DVD,FALSE
50000060,50000008,종교,2,생활/건강,종교,,,생활/건강 > 종교,FALSE
50000061,50000008,주방용품,2,생활/건강,주방용품,,,생활/건강 > 주방용품,FALSE
50000062,50000008,세탁용품,2,생활/건강,세탁용품,,,생활/건강 > 세탁용품,FALSE
50000063,50000008,건강측정용품,2,생활/건강,건강측정용품,,,생활/건강 > 건강측정용품,FALSE
50000064,50000008,건강관리용품,2,생활/건강,건강관리용품,,,생활/건강 > 건강관리용품,FALSE
50000065,50000008,당뇨관리용품,2,생활/건강,당뇨관리용품,,,생활/건강 > 당뇨관리용품,FALSE
50000066,50000008,의료용품,2,생활/건강,의료용품,,,생활/건강 > 의료용품,FALSE
50000067,50000008,실버용품,2,생활/건강,실버용품,,,생활/건강 > 실버용품,FALSE
50000068,50000008,재활운동용품,2,생활/건강,재활운동용품,,,생활/건강 > 재활운동용품,FALSE
50000069,50000008,물리치료/저주파용품,2,생활/건강,물리치료/저주파용품,,,생활/건강 > 물리치료/저주파용품,FALSE
50000070,50000008,좌욕/좌훈용품,2,생활/건강,좌욕/좌훈용품,,,생활/건강 > 좌욕/좌훈용품,FALSE
50000071,50000008,냉온/찜질용품,2,생활/건강,냉온/찜질용품,,,생활/건강 > 냉온/찜질용품,FALSE
50000072,50000008,구강위생용품,2,생활/건강,구강위생용품,,,생활/건강 > 구강위생용품,FALSE
50000073,50000008,눈건강용품,2,생활/건강,눈건강용품,,,생활/건강 > 눈건강용품,FALSE
50000074,50000008,발건강용품,2,생활/건강,발건강용품,,,생활/건강 > 발건강용품,FALSE
50000079,50000008,원예/식물,2,생활/건강,원예/식물,,,생활/건강 > 원예/식물,FALSE
50000080,50000008,정원/원예용품,2,생활/건강,정원/원예용품,,,생활/건강 > 정원/원예용품,FALSE
50000075,50000008,안마용품,2,생활/건강,안마용품,,,생활/건강 > 안마용품,FALSE
50000081,50000008,블루레이,2,생활/건강,블루레이,,,생활/건강 > 블루레이,FALSE
50000157,50000008,욕실용품,2,생활/건강,욕실용품,,,생활/건강 > 욕실용품,FALSE
50000076,50000008,수납/정리용품,2,생활/건강,수납/정리용품,,,생활/건강 > 수납/정리용품,FALSE
50000077,50000008,청소용품,2,생활/건강,청소용품,,,생활/건강 > 청소용품,FALSE
50000078,50000008,생활용품,2,생활/건강,생활용품,,,생활/건강 > 생활용품,FALSE
50018840,50000008,자동차,2,생활/건강,자동차,,,생활/건강 > 자동차,TRUE
50007198,50000009,원데이클래스,2,여가/생활편의,원데이클래스,,,여가/생활편의 > 원데이클래스,FALSE
50007252,50000009,국내여행/체험,2,여가/생활편의,국내여행/체험,,,여가/생활편의 > 국내여행/체험,FALSE
50007256,50000009,해외여행,2,여가/생활편의,해외여행,,,여가/생활편의 > 해외여행,FALSE
50007261,50000009,국내렌터카,2,여가/생활편의,국내렌터카,,,여가/생활편의 > 국내렌터카,FALSE
50007286,50000009,생활편의,2,여가/생활편의,생활편의,,,여가/생활편의 > 생활편의,FALSE
50007319,50000009,예체능레슨,2,여가/생활편의,예체능레슨,,,여가/생활편의 > 예체능레슨,FALSE
50007333,50000009,자기계발/취미 레슨,2,여가/생활편의,자기계발/취미 레슨,,,여가/생활편의 > 자기계발/취미 레슨,FALSE
50007342,50000009,홈케어서비스,2,여가/생활편의,홈케어서비스,,,여가/생활편의 > 홈케어서비스,FALSE
50000013,50000010,화장품,2,면세점,화장품,,,면세점 > 화장품,FALSE
50000014,50000010,향수,2,면세점,향수,,,면세점 > 향수,FALSE
50000015,50000010,시계/기프트,2,면세점,시계/기프트,,,면세점 > 시계/기프트,FALSE
50000016,50000010,주얼리,2,면세점,주얼리,,,면세점 > 주얼리,FALSE
50000017,50000010,패션/잡화,2,면세점,패션/잡화,,,면세점 > 패션/잡화,FALSE
50000018,50000010,전자제품,2,면세점,전자제품,,,면세점 > 전자제품,FALSE
50000019,50000010,식품/건강,2,면세점,식품/건강,,,면세점 > 식품/건강,FALSE
50005543,50005542,소설,2,도서,소설,,,도서 > 소설,FALSE
50005544,50005542,시/에세이,2,도서,시/에세이,,,도서 > 시/에세이,FALSE
50005549,50005542,경제/경영,2,도서,경제/경영,,,도서 > 경제/경영,FALSE
50005550,50005542,자기계발,2,도서,자기계발,,,도서 > 자기계발,FALSE
50005545,50005542,인문,2,도서,인문,,,도서 > 인문,FALSE
50005552,50005542,역사,2,도서,역사,,,도서 > 역사,FALSE
50005551,50005542,사회/정치,2,도서,사회/정치,,,도서 > 사회/정치,FALSE
50005558,50005542,자연/과학,2,도서,자연/과학,,,도서 > 자연/과학,FALSE
50005554,50005542,예술/대중문화,2,도서,예술/대중문화,,,도서 > 예술/대중문화,FALSE
50005553,50005542,종교,2,도서,종교,,,도서 > 종교,FALSE
50005564,50005542,유아,2,도서,유아,,,도서 > 유아,FALSE
50005565,50005542,어린이,2,도서,어린이,,,도서 > 어린이,FALSE
50005546,50005542,가정/요리,2,도서,가정/요리,,,도서 > 가정/요리,FALSE
50005560,50005542,여행,2,도서,여행,,,도서 > 여행,FALSE
50005556,50005542,국어/외국어,2,도서,국어/외국어,,,도서 > 국어/외국어,FALSE
50005561,50005542,컴퓨터/IT,2,도서,컴퓨터/IT,,,도서 > 컴퓨터/IT,FALSE
50005563,50005542,청소년,2,도서,청소년,,,도서 > 청소년,FALSE
50005559,50005542,수험서/자격증,2,도서,수험서/자격증,,,도서 > 수험서/자격증,FALSE
50005566,50005542,만화,2,도서,만화,,,도서 > 만화,FALSE
50005562,50005542,잡지,2,도서,잡지,,,도서 > 잡지,FALSE
50005567,50005542,외국도서,2,도서,외국도서,,,도서 > 외국도서,FALSE
50009920,50005542,건강/취미,2,도서,건강/취미,,,도서 > 건강/취미,FALSE
50010342,50005542,고등학교 참고서,2,도서,고등학교 참고서,,,도서 > 고등학교 참고서,FALSE
50010027,50005542,중학교 참고서,2,도서,중학교 참고서,,,도서 > 중학교 참고서,FALSE
50010481,50005542,초등학교 참고서,2,도서,초등학교 참고서,,,도서 > 초등학교 참고서,FALSE
50011040,50005542,중고도서,2,도서,중고도서,,,도서 > 중고도서,FALSE
50021279,50000167,니트,3,패션의류,여성의류,니트,,패션의류 > 여성의류 > 니트,FALSE
50000807,50000167,원피스,3,패션의류,여성의류,원피스,,패션의류 > 여성의류 > 원피스,TRUE
50000803,50000167,티셔츠,3,패션의류,여성의류,티셔츠,,패션의류 > 여성의류 > 티셔츠,TRUE
50000804,50000167,블라우스/셔츠,3,패션의류,여성의류,블라우스/셔츠,,패션의류 > 여성의류 > 블라우스/셔츠,TRUE
50021359,50000167,아우터,3,패션의류,여성의류,아우터,,패션의류 > 여성의류 > 아우터,FALSE
50000814,50000167,점퍼,3,패션의류,여성의류,점퍼,,패션의류 > 여성의류 > 점퍼,TRUE
50000810,50000167,바지,3,패션의류,여성의류,바지,,패션의류 > 여성의류 > 바지,TRUE
50000809,50000167,청바지,3,패션의류,여성의류,청바지,,패션의류 > 여성의류 > 청바지,TRUE
50000808,50000167,스커트,3,패션의류,여성의류,스커트,,패션의류 > 여성의류 > 스커트,TRUE
50000812,50000167,레깅스,3,패션의류,여성의류,레깅스,,패션의류 > 여성의류 > 레깅스,TRUE
50000818,50000167,트레이닝복,3,패션의류,여성의류,트레이닝복,,패션의류 > 여성의류 > 트레이닝복,TRUE
50000816,50000167,정장세트,3,패션의류,여성의류,정장세트,,패션의류 > 여성의류 > 정장세트,TRUE
50000819,50000167,한복,3,패션의류,여성의류,한복,,패션의류 > 여성의류 > 한복,TRUE
50000821,50000167,유니폼/단체복,3,패션의류,여성의류,유니폼/단체복,,패션의류 > 여성의류 > 유니폼/단체복,TRUE
50000820,50000167,파티복,3,패션의류,여성의류,파티복,,패션의류 > 여성의류 > 파티복,TRUE
50000811,50000167,점프슈트,3,패션의류,여성의류,점프슈트,,패션의류 > 여성의류 > 점프슈트,TRUE
50000778,50000167,코디세트,3,패션의류,여성의류,코디세트,,패션의류 > 여성의류 > 코디세트,TRUE
50000823,50000168,브라,3,패션의류,여성언더웨어/잠옷,브라,,패션의류 > 여성언더웨어/잠옷 > 브라,TRUE
50000824,50000168,팬티,3,패션의류,여성언더웨어/잠옷,팬티,,패션의류 > 여성언더웨어/잠옷 > 팬티,TRUE
50000825,50000168,브라팬티세트,3,패션의류,여성언더웨어/잠옷,브라팬티세트,,패션의류 > 여성언더웨어/잠옷 > 브라팬티세트,TRUE
50000826,50000168,잠옷/홈웨어,3,패션의류,여성언더웨어/잠옷,잠옷/홈웨어,,패션의류 > 여성언더웨어/잠옷 > 잠옷/홈웨어,TRUE
50001453,50000168,시즌성내의,3,패션의류,여성언더웨어/잠옷,시즌성내의,,패션의류 > 여성언더웨어/잠옷 > 시즌성내의,FALSE
50001452,50000168,보정속옷,3,패션의류,여성언더웨어/잠옷,보정속옷,,패션의류 > 여성언더웨어/잠옷 > 보정속옷,FALSE
50000827,50000168,슬립,3,패션의류,여성언더웨어/잠옷,슬립,,패션의류 > 여성언더웨어/잠옷 > 슬립,TRUE
50000828,50000168,러닝/캐미솔,3,패션의류,여성언더웨어/잠옷,러닝/캐미솔,,패션의류 > 여성언더웨어/잠옷 > 러닝/캐미솔,TRUE
50000829,50000168,속치마/속바지,3,패션의류,여성언더웨어/잠옷,속치마/속바지,,패션의류 > 여성언더웨어/잠옷 > 속치마/속바지,TRUE
50001454,50000168,언더웨어소품,3,패션의류,여성언더웨어/잠옷,언더웨어소품,,패션의류 > 여성언더웨어/잠옷 > 언더웨어소품,FALSE
50021559,50000169,니트,3,패션의류,남성의류,니트,,패션의류 > 남성의류 > 니트,FALSE
50000830,50000169,티셔츠,3,패션의류,남성의류,티셔츠,,패션의류 > 남성의류 > 티셔츠,TRUE
